"","site.pop","rep","ind","pop","site","site.rep","Date","branch","Stem_diameter_mm","Stem_length_mm","Leaf_WW_g","Leaf_dryweight_g","Stem_dryweight_g","Leaf_area_cm.2","leaf_number","Notes","Stem_area","cwd","ppt","ppt2018","cwd2018","Al_As","SLA","LDMC","leafsize","ind.id","LMF","ml_ms","log.ml_ms","log.Al_As"
"166","SF26","7","a","26","SF","SF.7","7/12/18","h2",1.06,42,0.516,0.2311,0.0513,25.201,7,"stem WW: 0.135",0.882473376393373,985.8075147,560.4525084,294.329998731614,1035.59999847412,28.5572354635732,109.048031155344,0.447868217054264,3.60014285714286,"SF26_7_a",0.818342776203966,4.50487329434698,0.653682580367293,1.45571616245191
"167","SF26","7","a","26","SF","SF.7","7/12/18","h3",1.42,58,0.802,0.3652,0.0857,38.266,10,"stem WW: 0.207",1.58367685667461,985.8075147,560.4525084,294.329998731614,1035.59999847412,24.1627575971215,104.780941949617,0.455361596009975,3.8266,"SF26_7_a",0.809935684187181,4.26137689614936,0.629549946939063,1.38314649703814
"168","SF1","4","c","1","SF","SF.4","7/12/18","h1",2.21,105,2.004,0.943,0.2835,74.142,8,"stem WW: 0.575",3.83596316984948,690.0800103,1221.930018,759.229991018772,719.270004272461,19.3281313498402,78.6235418875928,0.470558882235529,9.26775,"SF1_4_c",0.768854463921729,3.32627865961199,0.521958629508403,1.28618986832333
"169","SF1","4","c","1","SF","SF.4","7/12/18","h2",1.25,38,0.773,0.3712,0.0588,31.929,5,"stem WW: 0.13",1.22718463030851,690.0800103,1221.930018,759.229991018772,719.270004272461,26.0180898712634,86.015625,0.480206985769728,6.3858,"SF1_4_c",0.863255813953488,6.31292517006803,0.800230641470686,1.41527540948842
"170","SF1","4","c","1","SF","SF.4","7/12/18","h3",1.12,26,0.289,0.2978,0.0491,24.26,4,"stem WW: 0.088; ""x"" marked next to stem WW",0.985203456165759,690.0800103,1221.930018,759.229991018772,719.270004272461,24.6243553533762,81.4640698455339,1.03044982698962,6.065,"SF1_4_c",0.858460651484578,6.06517311608961,0.782843201293189,1.39136486982402
"171","SF22","4","b","22","SF","SF.4","7/12/18","h1",2.13,63,1.3945,0.7231,0.1928,57.906,8,"stem WW: 0.4169",3.56327292751788,993.3000148,471.685007,325.13999402523,1093.82999091968,16.250789983785,80.0802102060573,0.518537110075296,7.23825,"SF22_4_b",0.789496669942133,3.75051867219917,0.574091331967065,1.21087447776163
"172","SF22","4","b","22","SF","SF.4","7/12/18","h2",1.89,54,1.263,0.6493,0.1337,60.285,11,"stem WW: 0.2922",2.80552077947202,993.3000148,471.685007,325.13999402523,1093.82999091968,21.4879891252651,92.8461419990759,0.51409342834521,5.48045454545455,"SF22_4_b",0.829246487867177,4.85639491398654,0.686313995610772,1.33219577553506
"173","SF22","4","b","22","SF","SF.4","7/12/18","h3",2.64,89,1.8475,0.9417,0.2869,82.615,14,"stem WW: 0.6379",5.47391103961486,993.3000148,471.685007,325.13999402523,1093.82999091968,15.0924995678799,87.7296378889243,0.509715832205683,5.90107142857143,"SF22_4_b",0.766482174833143,3.28232833739979,0.516182022173706,1.17876117209103
"174","SF26","9","c","26","SF","SF.9","7/12/18","h1",1.68,26,1.3914,0.6271,0.0627,50.229,11,"stem WW: 0.1714",2.21670777637296,985.8075147,560.4525084,294.329998731614,1035.59999847412,22.6592790152007,80.0972731621751,0.450697139571654,4.56627272727273,"SF26_9_c",0.90910408814149,10.0015948963317,1.00006925994463,1.35524608713809
"175","SF26","9","c","26","SF","SF.9","7/12/18","h2",1.53,20,0.7316,0.3446,0.0459,26.985,6,"stem WW: 0.1114",1.83853856069709,985.8075147,560.4525084,294.329998731614,1035.59999847412,14.6774185632357,78.3081834010447,0.471022416621104,4.4975,"SF26_9_c",0.882458386683739,7.50762527233115,0.875502587574748,1.16664967939986
"176","SF26","9","c","26","SF","SF.9","7/12/18","h3",1.32,22,0.6717,0.3143,0.0399,25.608,7,"stem WW: 0.0943",1.36847775990371,985.8075147,560.4525084,294.329998731614,1035.59999847412,18.7127630059562,81.4762965319758,0.467917224951615,3.65828571428571,"SF26_9_c",0.887351778656126,7.87719298245614,0.896371485330832,1.2721379173582
"177","SF1","9","c","1","SF","SF.9","7/12/18","h1",1.97,82,3.0577,1.387,0.2849,106.943,7,"stem WW: 0.63",3.04805173232916,690.0800103,1221.930018,759.229991018772,719.270004272461,35.0856905956383,77.1038211968277,0.453608921738562,15.2775714285714,"SF1_9_c",0.829595071475567,4.86837486837487,0.687384011833808,1.54513002921664
"178","SF1","9","c","1","SF","SF.9","7/12/18","h2",1.32,16,0.4086,0.1893,0.0343,17.647,4,"stem WW: 0.0708",1.36847775990371,690.0800103,1221.930018,759.229991018772,719.270004272461,12.8953502329783,93.2223983095615,0.463289280469897,4.41175,"SF1_9_c",0.846601073345259,5.51895043731778,0.741856493921026,1.11043314191283
"179","SF1","9","c","1","SF","SF.9","7/12/18","h3",1.55,55,2.0613,0.9682,0.1694,80.084,6,"stem WW: 0.3747",1.88691908756237,690.0800103,1221.930018,759.229991018772,719.270004272461,42.4416714674592,82.7143152241272,0.469703585116189,13.3473333333333,"SF1_9_c",0.851090014064698,5.71546635182999,0.757051672310183,1.62779247925381
"180","SF3","9","c","3","SF","SF.9","7/12/18","h1",1.63,47,1.258,0.5622,0.0955,51.947,8,"stem WW: 0.223",2.08672438033068,671.70251,849.1050127,704.280000265688,684.149991989136,24.8940399075455,92.3995019565991,0.446899841017488,6.493375,"SF3_9_c",0.854797019917896,5.8869109947644,0.769887469687676,1.39609538142909
"181","SF3","9","c","3","SF","SF.9","7/12/18","h2",1.755,54,0.982,0.4646,0.1035,38.554,8,"stem WW: 0.249",2.41904597821823,671.70251,849.1050127,704.280000265688,684.149991989136,15.9376879758182,82.9832113646147,0.473116089613035,4.81925,"SF3_9_c",0.817813765182186,4.48888888888889,0.65213885567128,1.20242532006064
"182","SF3","9","c","3","SF","SF.9","7/12/18","h3",1.66,53,1.081,0.4912,0.087,43.793,8,"stem WW: 0.203",2.16424317905801,671.70251,849.1050127,704.280000265688,684.149991989136,20.2347871180821,89.1551302931596,0.454394079555967,5.474125,"SF3_9_c",0.849533033552404,5.64597701149425,0.751739105514493,1.30609863971703
"183","SF15","4","c","15","SF","SF.4","7/12/18","h1",2.83,177,1.8359,0.8995,0.6362,66.773,13,"stem WW: 1.4816",6.29017535083382,733.8575109,1014.252515,768.570013999939,728.239999771118,10.6154433343656,74.2334630350195,0.489950433030121,5.13638461538461,"SF15_4_c",0.585726378850036,1.41386356491669,0.150407502910226,1.02593813638691
"184","SF15","4","c","15","SF","SF.4","7/12/18","h2",1.75,79,0.8068,0.3725,0.142,30.866,9,"stem WW: 0.318",2.40528187540469,733.8575109,1014.252515,768.570013999939,728.239999771118,12.8325916041781,82.861744966443,0.461700545364403,3.42955555555556,"SF15_4_c",0.724003887269193,2.62323943661972,0.418837932701255,1.10831437311181
"185","SF15","4","c","15","SF","SF.4","7/12/18","h3",1.46,62,0.6721,0.3458,0.0885,26.848,9,"stem WW: 0.2241",1.674154725098,733.8575109,1014.252515,768.570013999939,728.239999771118,16.0367495294847,77.6402544823597,0.514506769825919,2.98311111111111,"SF15_4_c",0.796223808427354,3.90734463276836,0.591881718240078,1.20511634621356
"186","SF22","8","b","22","SF","SF.8","7/12/18","h1",2.54,60,2.0122,0.8655,0.1961,72.661,13,"stem WW: 0.4589",5.06707479097498,993.3000148,471.685007,325.13999402523,1093.82999091968,14.3398317564638,83.9526285384171,0.430126229997018,5.58930769230769,"SF22_8_b",0.815278824415976,4.41356450790413,0.644789478543629,1.15654405595744
"187","SF22","8","b","22","SF","SF.8","7/12/18","h2",2.31,112,1.2052,0.5324,0.4315,43.259,15,"stem WW: 0.977",4.19096313970512,993.3000148,471.685007,325.13999402523,1093.82999091968,10.321971002361,81.2528174305034,0.441752406239628,2.88393333333333,"SF22_8_b",0.552339454300239,1.23383545770568,0.0912572467514091,1.01376263466686
"188","SF22","8","b","22","SF","SF.8","7/12/18","h3",1.21,24,NA,0.2144,0.0379,19.249,7,"no leaf WW and stem WW measurements",1.1499014510302,993.3000148,471.685007,325.13999402523,1093.82999091968,16.7396953736815,89.7807835820895,NA,2.74985714285714,"SF22_8_b",0.84978200554895,5.65699208443272,0.75258557105266,1.22374755050713
"189","SF16","9","b","16","SF","SF.9","7/12/18","h1",1.05,16,NA,0.1637,0.0279,17.501,4,"no leaf WW and stem WW measurements",0.865901475145687,783.2500117,836.5575125,321.759994268417,1019.62001609802,20.211306369533,106.908979841173,NA,4.37525,"SF16_9_b",0.854384133611691,5.8673835125448,0.768444476138344,1.30559438529876
"190","SF16","9","b","16","SF","SF.9","7/12/18","h2",1.25,35,NA,0.3074,0.0668,31.996,5,"no leaf WW and stem WW measurements",1.22718463030851,783.2500117,836.5575125,321.759994268417,1019.62001609802,26.0726863829416,104.085881587508,NA,6.3992,"SF16_9_b",0.821485836451096,4.60179640718563,0.662927400688181,1.41618578073418
"191","SF16","9","b","16","SF","SF.9","7/12/18","h3",1.18,36,NA,0.5843,0.078,57.446,7,"no leaf WW and stem WW measurements",1.09358840271461,783.2500117,836.5575125,321.759994268417,1019.62001609802,52.5298182180811,98.3159335957556,NA,8.20657142857143,"SF16_9_b",0.882228597312396,7.49102564102564,0.874541283619787,1.72040589790913
"192","SF26","8","b","26","SF","SF.8","7/12/18","h1",0.87,30,NA,0.2161,0.0386,21.076,4,"no leaf WW and stem WW measurements",0.594467869875529,985.8075147,560.4525084,294.329998731614,1035.59999847412,35.4535561432663,97.5289217954651,NA,5.269,"SF26_8_b",0.84844915586965,5.59844559585492,0.748067462211486,1.54965980329734
"193","SF26","8","b","26","SF","SF.8","7/12/18","h2",0.945,52,NA,0.2493,0.0613,26.817,6,"no leaf WW and stem WW measurements",0.701380194868006,985.8075147,560.4525084,294.329998731614,1035.59999847412,38.2346125485433,107.569193742479,NA,4.4695,"SF26_8_b",0.8026400515132,4.06688417618271,0.609261803985358,1.58245669361264
"194","SF26","8","b","26","SF","SF.8","7/12/18","h3",1.18,39,NA,0.3377,0.0506,32.919,5,"no leaf WW and stem WW measurements",1.09358840271461,985.8075147,560.4525084,294.329998731614,1035.59999847412,30.1018188545941,97.4800118448327,NA,6.5838,"SF26_8_b",0.869688385269122,6.67391304347826,0.824380543795612,1.47859273794096
"195","SF16","8","b","16","SF","SF.8","7/12/18","h1",2.25,84,1.6454,0.8462,0.2543,68.803,10,"stem WW: 0.5804; reconstructed",3.97607820219958,783.2500117,836.5575125,321.759994268417,1019.62001609802,17.3042371153409,81.3082013708343,0.514282241400267,6.8803,"SF16_8_b",0.768923216719673,3.32756586708612,0.522126660819567,1.23815245749314
"196","SF16","8","b","16","SF","SF.8","7/12/18","h2",1.38,18,NA,0.2439,0.0271,23.157,7,"no leaf WW and stem WW measurements; reconstructed",1.4957122623741,783.2500117,836.5575125,321.759994268417,1019.62001609802,15.482255900773,94.9446494464945,NA,3.30814285714286,"SF16_8_b",0.9,9,0.954242509439325,1.18983424148103
"197","SF16","8","b","16","SF","SF.8","7/12/18","h3",1.18,23,NA,0.1279,0.0311,12.958,7,"stem WW: 0.0712; no leaf WW",1.09358840271461,783.2500117,836.5575125,321.759994268417,1019.62001609802,11.8490649387232,101.313526192338,NA,1.85114285714286,"SF16_8_b",0.80440251572327,4.11254019292605,0.614110155451816,1.07368407963089
"198","SF16","6","a","16","SF","SF.6","7/12/18","h1",2.01,71,1.4365,0.6798,0.2316,54.853,8,"stem WW: 0.4922",3.17308711994203,783.2500117,836.5575125,321.759994268417,1019.62001609802,17.2869505079968,80.6899087967049,0.47323355377654,6.856625,"SF16_6_a",0.745885450954575,2.93523316062176,0.467642605191642,1.2377183886264
"199","SF16","6","a","16","SF","SF.6","7/12/18","h2",1.72,32,0.7436,0.3348,0.0452,28.629,5,"stem WW: 0.110",2.32352192659501,783.2500117,836.5575125,321.759994268417,1019.62001609802,12.3213814650564,85.510752688172,0.450242065626681,5.7258,"SF16_6_a",0.881052631578947,7.4070796460177,0.86964701450984,1.09065940336542
"200","SF16","6","a","16","SF","SF.6","7/12/18","h3",1.62,28,1.2077,0.5606,0.0583,50.031,7,"stem WW: 0.1416",2.06119894002026,783.2500117,836.5575125,321.759994268417,1019.62001609802,24.2727662180479,89.2454513021762,0.464188126190279,7.14728571428571,"SF16_6_a",0.905800613992567,9.61578044596913,0.982984538665253,1.38511927302645
"201","SF15","3","a","15","SF","SF.3","7/12/18","h1",1.97,106,1.2413,0.6291,0.283,51.624,11,"stem WW: 0.6138",3.04805173232916,733.8575109,1014.252515,768.570013999939,728.239999771118,16.9367204146997,82.0600858369099,0.506807379360348,4.69309090909091,"SF15_3_a",0.689727003618024,2.22296819787986,0.346933249660716,1.22882931840971
"202","SF15","3","a","15","SF","SF.3","7/12/18","h2",1.54,24,1.2226,0.5967,0.0605,52.809,6,"stem WW: 0.1395",1.86265028431339,733.8575109,1014.252515,768.570013999939,728.239999771118,28.3515378301228,88.5017596782303,0.488058236545068,8.8015,"SF15_3_a",0.907942787583688,9.86280991735537,0.994000663191629,1.45257662065478
"203","SF15","3","a","15","SF","SF.3","7/12/18","h3",1.35,34,NA,0.22,0.0466,19.25,7,"no leaf WW and stem WW measurements",1.43138815279185,733.8575109,1014.252515,768.570013999939,728.239999771118,13.4484835314962,87.5,NA,2.75,"SF15_3_a",0.825206301575394,4.72103004291845,0.674036764132206,1.12867331548834
"204","SF3","4","b","3","SF","SF.4","7/12/18","h1",1.42,29,NA,0.5033,0.05,65.445,12,"no leaf WW and stem WW measurements; no b2 or b3, super moldy",1.58367685667461,671.70251,849.1050127,704.280000265688,684.149991989136,41.3247183124344,130.03179018478,NA,5.45375,"SF3_4_b",0.909633110428339,10.066,1.00285692606112,1.61620990191022
"206","W18","1","","18","W","W.1","5/2/18","h1",2.56,171.08,3.7765,1.6516,0.45,108,19,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",5.14718540364152,981.6850146,454.6725068,321.759994268417,1019.62001609802,20.9823411302792,65.391135868249,0.437336157818086,5.68421052631579,"W18_1_",0.785877426722497,3.67022222222222,0.564692360427321,1.32185394349708
"207","W18","1","","18","W","W.1","5/2/18","h2",1.67,68.16,1.2374,0.5605,0.14,39,10,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",2.19039693789914,981.6850146,454.6725068,321.759994268417,1019.62001609802,17.8049920200335,69.5807314897413,0.452965896234039,3.9,"W18_1_",0.800142755174875,4.00357142857143,0.602447581252754,1.25054178336516
"208","W18","1","","18","W","W.1","5/2/18","h3",2.58,125.4,3.0227,1.3849,0.49,93,15,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",5.22792433483878,981.6850146,454.6725068,321.759994268417,1019.62001609802,17.7890868427934,67.1528630226009,0.45816653984848,6.2,"W18_1_",0.738652728145501,2.82632653061225,0.451222335237574,1.2501536552613
"209","W18","2","","18","W","W.2","5/2/18","h1",2.84,104.91,3.6939,1.5162,0.43,107,15,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",6.33470742669846,981.6850146,454.6725068,321.759994268417,1019.62001609802,16.8910721194533,70.5711647539902,0.410460488914156,7.13333333333333,"W18_2_",0.779056623163087,3.52604651162791,0.547288036723972,1.22765721622496
"210","W18","2","","18","W","W.2","5/2/18","h2",1.94,59.15,1.6539,0.7011,0.11,47,6,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",2.95592452776264,981.6850146,454.6725068,321.759994268417,1019.62001609802,15.9002706458053,67.037512480388,0.423907128605115,7.83333333333333,"W18_2_",0.864381703858957,6.37363636363636,0.804387281953664,1.20140451670909
"211","W18","2","","18","W","W.2","5/2/18","h3",2.11,79.72,1.9735,0.7701,0.24,72,19,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",3.49667116326178,981.6850146,454.6725068,321.759994268417,1019.62001609802,20.5910126054967,93.4943513829373,0.390220420572587,3.78947368421053,"W18_2_",0.762399762399762,3.20875,0.5063358816795,1.31367770446971
"212","W18","3","","18","W","W.3","5/2/18","h1",1.72,72.97,1.5174,0.539,0.16,58,8,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",2.32352192659501,981.6850146,454.6725068,321.759994268417,1019.62001609802,24.9621057310166,107.60667903525,0.355212864109661,7.25,"W18_3_",0.771101573676681,3.36875,0.527468782530814,1.39728121838167
"213","W18","3","","18","W","W.3","5/2/18","h2",1.53,59.83,1.7712,0.6715,0.12,51,11,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",1.83853856069709,981.6850146,454.6725068,321.759994268417,1019.62001609802,27.7394236325744,75.9493670886076,0.379121499548329,4.63636363636364,"W18_3_",0.848389134554643,5.59583333333333,0.747864770957109,1.44309743309657
"214","W18","3","","18","W","W.3","5/2/18","h3",1.72,58.98,1.2329,0.487,0.1,46,15,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",2.32352192659501,981.6850146,454.6725068,321.759994268417,1019.62001609802,19.7975321314959,94.4558521560575,0.395003649931057,3.06666666666667,"W18_3_",0.829642248722317,4.87,0.687528961214634,1.2966110565003
"215","W18","4","","18","W","W.4","5/2/18","h1",3.11,127.67,3.6703,1.733,0.56,125,19,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",7.59644957619646,981.6850146,454.6725068,321.759994268417,1019.62001609802,16.4550555817139,72.1292556260819,0.47216848758957,6.57894736842105,"W18_4_",0.755778456170955,3.09464285714286,0.490610535707717,1.21629935358821
"216","W18","4","","18","W","W.4","5/2/18","h2",2.26,65.66,1.1282,0.5443,0.12,44,8,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",4.01149965936881,981.6850146,454.6725068,321.759994268417,1019.62001609802,10.9684665925968,80.8377732867904,0.48244992022691,5.5,"W18_4_",0.819358723468313,4.53583333333333,0.656657088269449,1.04014591682521
"217","W18","4","","18","W","W.4","5/2/18","h3",2.09,64.02,1.0397,0.4944,0.07,40,12,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",3.43069771753639,981.6850146,454.6725068,321.759994268417,1019.62001609802,11.6594358621383,80.9061488673139,0.475521785130326,3.33333333333333,"W18_4_",0.875974486180014,7.06285714285714,0.848980422066503,1.06667753773968
"218","W18","5","","18","W","W.5","5/2/18","h1",1.66,61.54,1.4586,0.6788,0.12,58,13,"originally mislabeled W16, 142.13 pixels/cm - 360 DPI",2.16424317905801,981.6850146,454.6725068,321.759994268417,1019.62001609802,26.7992065592392,85.4449027695934,0.465377759495407,4.46153846153846,"W18_5_",0.84977466199299,5.65666666666667,0.752560587598013,1.42812193611666
"219","W18","5","","18","W","W.5","5/2/18","h2",1.51,42.64,0.6206,0.2992,0.07,28,8,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",1.79078635236252,981.6850146,454.6725068,321.759994268417,1019.62001609802,15.6355893393204,93.5828877005348,0.482114083145343,3.5,"W18_5_",0.810400866738895,4.27428571428571,0.630863549178167,1.19411425538971
"220","W18","5","","18","W","W.5","5/2/18","h3",2.23,103.28,1.9935,0.9307,0.32,83,16,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",3.90570652675917,981.6850146,454.6725068,321.759994268417,1019.62001609802,21.2509566275249,89.1801869560546,0.466867318786055,5.1875,"W18_5_",0.744143279763333,2.9084375,0.463659735592952,1.32737848491358
"221","W18","6","","18","W","W.6","5/2/18","h1",2.99,145.83,5.3358,2.1577,0.91,123,16,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",7.02153812058953,981.6850146,454.6725068,321.759994268417,1019.62001609802,17.517529334395,57.0051443666867,0.404381723452903,7.6875,"W18_6_",0.70336082407015,2.3710989010989,0.374949669248413,1.24347285342437
"222","W18","6","","18","W","W.6","5/2/18","h2",2.95,99.04,3.3176,1.336,0.53,93,12,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",6.83492751696629,981.6850146,454.6725068,321.759994268417,1019.62001609802,13.6065817478162,69.6107784431138,0.402700747528334,7.75,"W18_6_",0.715969989281886,2.52075471698113,0.401530588538738,1.13374903523144
"223","W18","6","","18","W","W.6","5/2/18","h3",3.45,117.14,5.2947,2.1463,0.74,137,14,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",9.34820163983813,981.6850146,454.6725068,321.759994268417,1019.62001609802,14.6552251735952,63.8307785491311,0.405367631782726,9.78571428571429,"W18_6_",0.743616394692166,2.90040540540541,0.462458705838654,1.16599249564369
"224","W18","7","","18","W","W.7","5/2/18","h1",2.38,90.91,1.789,0.7692,0.26,52,11,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",4.44880935674851,981.6850146,454.6725068,321.759994268417,1019.62001609802,11.6885206422972,67.6027041081643,0.429960871995528,4.72727272727273,"W18_7_",0.747376603186941,2.95846153846154,0.471065927595624,1.0677595481556
"225","W18","7","","18","W","W.7","5/2/18","h2",1.95,66.38,1.4123,0.6189,0.13,41,11,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",2.9864765163188,981.6850146,454.6725068,321.759994268417,1019.62001609802,13.7285526191037,66.246566488932,0.438221341074842,3.72727272727273,"W18_7_",0.826412071037522,4.76076923076923,0.677677130385977,1.13762475262853
"226","W18","7","","18","W","W.7","5/2/18","h3",2.31,74.62,2.0385,0.9163,0.17,61,12,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",4.19096313970512,981.6850146,454.6725068,321.759994268417,1019.62001609802,14.5551268208701,66.5720833788061,0.449497179298504,5.08333333333333,"W18_7_",0.843505477308294,5.39,0.731588765186739,1.16301599386031
"227","W18","8","","18","W","W.8","5/2/18","h1",2.69,72.94,2.2283,0.9895,0.19,76,13,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",5.68321965016028,981.6850146,454.6725068,321.759994268417,1019.62001609802,13.3727015104645,76.8064679130874,0.444060494547413,5.84615384615385,"W18_8_",0.838914794404409,5.2078947368421,0.716662197589586,1.1262191509098
"228","W18","8","","18","W","W.8","5/2/18","h2",2.09,68.48,1.7433,0.73,0.09,58,11,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",3.43069771753639,981.6850146,454.6725068,321.759994268417,1019.62001609802,16.9061820001006,79.4520547945205,0.418746056329949,5.27272727272727,"W18_8_",0.890243902439024,8.11111111111111,0.909080350681131,1.22804553997466
"229","W18","8","","18","W","W.8","5/2/18","h3",2.23,66.74,2.333,0.8883,0.13,74,12,"originally mislabedl W16, 81 pixels/cm - 200 DPI ",3.90570652675917,981.6850146,454.6725068,321.759994268417,1019.62001609802,18.9466360293595,83.3051896881684,0.380754393484784,6.16666666666667,"W18_8_",0.872336246685653,6.83307692307692,0.834616309802125,1.27753211226848
"230","W26","3","","26","W","W.3","5/7/18","h1",2.59,114.12,2.8746,1.2038,0.87,85,16,"81 pixels/cm - 200 DPI",5.26852941988642,985.8075147,560.4525084,294.329998731614,1035.59999847412,16.1335342798242,70.6097358365177,0.418771307312322,5.3125,"W26_3_",0.580480277750989,1.38367816091954,0.141035086370153,1.20772951618562
"231","W26","3","","26","W","W.3","5/7/18","h2",1.93,99.24,2.2075,0.9583,0.37,63,10,"81 pixels/cm - 200 DPI",2.92552961883916,985.8075147,560.4525084,294.329998731614,1035.59999847412,21.5345623555841,65.7414170927684,0.434110985277463,6.3,"W26_3_",0.721448467966574,2.59,0.413299764081252,1.33313605007186
"232","W26","3","","26","W","W.3","5/7/18","h3",2.99,52.24,2.535,1.0312,0.22,62,18,"81 pixels/cm - 200 DPI",7.02153812058953,985.8075147,560.4525084,294.329998731614,1035.59999847412,8.82997413603652,60.1241272304112,0.406785009861933,3.44444444444444,"W26_3_",0.824168797953964,4.68727272727273,0.67092022352314,0.945959431483223
"233","W26","8","","26","W","W.8","5/7/18","h1",2.24,110.5,1.7269,0.8231,0.36,63,14,"81 pixels/cm - 200 DPI",3.94081382466304,985.8075147,560.4525084,294.329998731614,1035.59999847412,15.9865456230698,76.5399100959786,0.476634431640512,4.5,"W26_8_",0.695714647958752,2.28638888888889,0.359150100921192,1.20375463141908
"234","W26","8","","26","W","W.8","5/7/18","h2",2.17,74.53,1.7896,0.8436,0.33,62,11,"81 pixels/cm - 200 DPI",3.69836141162224,985.8075147,560.4525084,294.329998731614,1035.59999847412,16.7641809708382,73.4945471787577,0.471390254805543,5.63636363636364,"W26_8_",0.71881390593047,2.55636363636364,0.407622631189561,1.22438234043502
"235","W26","8","","26","W","W.8","5/7/18","h3",2.16,101.75,1.6698,0.763,0.4,53,17,"81 pixels/cm - 200 DPI",3.66435367114713,985.8075147,560.4525084,294.329998731614,1035.59999847412,14.4636693824939,69.4626474442988,0.456940951012097,3.11764705882353,"W26_8_",0.656061908856406,1.9075,0.280464546626918,1.16027848593276
"236","W26","9","","26","W","W.9","5/7/18","h1",1.96,122.39,1.6853,0.7289,0.21,44,12,"81 pixels/cm - 200 DPI",3.01718558450764,985.8075147,560.4525084,294.329998731614,1035.59999847412,14.5831268139179,60.3649334613802,0.432504598587789,3.66666666666667,"W26_9_",0.776334007881564,3.47095238095238,0.540448655494669,1.16385065240706
"237","W26","9","","26","W","W.9","5/7/18","h2",2.03,88.67,1.1005,0.4778,0.21,33,12,"81 pixels/cm - 200 DPI",3.23654729154454,985.8075147,560.4525084,294.329998731614,1035.59999847412,10.1960506142494,69.0665550439514,0.434166288050886,2.75,"W26_9_",0.694678685664437,2.2752380952381,0.35702685067994,1.00843198268529
"238","W26","9","","26","W","W.9","5/7/18","h3",1.61,106.48,0.9116,0.362,0.17,29,9,"81 pixels/cm - 200 DPI",2.03583057934253,985.8075147,560.4525084,294.329998731614,1035.59999847412,14.244800276733,80.1104972375691,0.397103992979377,3.22222222222222,"W26_9_",0.680451127819549,2.12941176470588,0.328259649154892,1.15365636446909
"239","W26","5","","26","W","W.5","5/9/18","h1",2.29,119.28,1.2914,0.524,0.23,47,16,"81 pixels/cm - 200 DPI",4.11870650867256,985.8075147,560.4525084,294.329998731614,1035.59999847412,11.4113496315007,89.6946564885496,0.405761189406845,2.9375,"W26_5_",0.694960212201592,2.27826086956522,0.357603450966134,1.05733701188977
"240","W26","5","","26","W","W.5","5/9/18","h2",1.73,86.59,0.9084,0.3737,0.14,32,13,"81 pixels/cm - 200 DPI",2.35061816323222,985.8075147,560.4525084,294.329998731614,1035.59999847412,13.6134402858516,85.6301846400856,0.411382650814619,2.46153846153846,"W26_5_",0.727467393420284,2.66928571428571,0.4263950621714,1.13396789069614
"241","W26","5","","26","W","W.5","5/9/18","h3",1.61,45.94,0.7338,0.3063,0.05,28,10,"81 pixels/cm - 200 DPI",2.03583057934253,985.8075147,560.4525084,294.329998731614,1035.59999847412,13.7536002671905,91.4136467515508,0.417416189697465,2.8,"W26_5_",0.859668818411451,6.126,0.787176992470554,1.13841639791235
"242","W26","6","","26","W","W.6","5/9/18","h1",2.53,211.35,1.1665,0.4946,0.47,42,15,"81 pixels/cm - 200 DPI",5.02725510409073,985.8075147,560.4525084,294.329998731614,1035.59999847412,8.35445966643391,84.9171047310958,0.424003429061294,2.8,"W26_6_",0.512751399543852,1.05234042553191,0.022156254089561,0.921918366680093
"243","W26","6","","26","W","W.6","5/9/18","h2",1.69,67.94,1.1695,0.5177,0.2,46,12,"81 pixels/cm - 200 DPI",2.24317569447945,985.8075147,560.4525084,294.329998731614,1035.59999847412,20.5066415944181,88.854548966583,0.442667806755024,3.83333333333333,"W26_6_",0.72133203288282,2.5885,0.413048169317875,1.31189454108806
"244","W26","6","","26","W","W.6","5/9/18","h3",1.92,139.76,1.0335,0.434,0.1,41,13,"81 pixels/cm - 200 DPI",2.89529178954835,985.8075147,560.4525084,294.329998731614,1035.59999847412,14.1609215858674,94.4700460829493,0.419932268988873,3.15384615384615,"W26_6_",0.812734082397004,4.34,0.637489729512511,1.15109151794646
